Sample name ,Sample type,Sample group,Matrix,Location,Compound,Analyte peak area,Internal standard peak area,Sample mass
NIA_0.4 ng/mL,Calibration curve,Lab,N/A,NIA,PFNA,5826.316,14266.543,1
NIA_1 ng/mL,Calibration curve,Lab,N/A,NIA,PFNA,11215.447,13708.966,1
NIA_2 ng/mL,Calibration curve,Lab,N/A,NIA,PFNA,21777.234,14194.725,1
NIA_4 ng/mL,Calibration curve,Lab,N/A,NIA,PFNA,39781.563,13659.103,1
NIA_10 ng/mL,Calibration curve,Lab,N/A,NIA,PFNA,91148.195,13489.784,1
NIA_20 ng/mL,Calibration curve,Lab,N/A,NIA,PFNA,211048.188,13406.088,1
NIA_40 ng/mL,Calibration curve,Lab,N/A,NIA,PFNA,424873.406,14693.04,1
MeOH Blank,Blank,Lab,N/A,NIA,PFNA,702.048,0,1
NIA water lab blank,Blank,Lab,Water,NIA,PFNA,1277.354,13558.05,100
NIA water field blank,Blank,Field,Water,NIA,PFNA,512.894,13414.115,100
NIA water sample 1,Sample,Field,Water,NIA,PFNA,2953.086,12296.639,100
NIA water sample 2,Sample,Field,Water,NIA,PFNA,2794.877,12124.985,100
NIA water sample 3,Sample,Field,Water,NIA,PFNA,3698.732,12774.294,100
NIA water spike 1,Spike,Field,Water,NIA,PFNA,69602.406,12400.413,100
NIA water spike 2,Spike,Field,Water,NIA,PFNA,62151.328,24146.52,100
NIA sediment grp F lab blank,Blank,Lab,Sediment,NIA,PFNA,997.601,13712.402,1
NIA sediment grp F field blank,Blank,Field,Sediment,NIA,PFNA,918.607,14640.442,1.0028
NIA sediment grp F sample 1,Sample,Field,Sediment,NIA,PFNA,2293.469,21120.734,1.087
NIA sediment grp F sample 2,Sample,Field,Sediment,NIA,PFNA,1968.911,13155.66,1.0034
NIA sediment grp F spike,Spike,Lab,Sediment,NIA,PFNA,91413.883,12861.021,1
NIA sediment grp D lab blank,Blank,Lab,Sediment,NIA,PFNA,1859.364,15479.914,1
NIA sediment grp D field blank,Blank,Field,Sediment,NIA,PFNA,402.59,12965.892,1.0001
NIA sediment grp D sample 1,Sample,Field,Sediment,NIA,PFNA,2145.735,12727.394,1.06
NIA sediment grp D sample 2,Sample,Field,Sediment,NIA,PFNA,2235.838,11733.443,1.004
NIA sediment grp D spike,Spike,Lab,Sediment,NIA,PFNA,63727.367,12071.185,1
NIA sediment grp E blank,Blank,Lab,Sediment,NIA,PFNA,1119.915,14444.241,1
NIA sediment grp E sample 1,Sample,Field,Sediment,NIA,PFNA,2197.07,9766.178,1.0002
NIA sediment grp E sample 2,Sample,Field,Sediment,NIA,PFNA,1371.6,22032.1,1.0105
NIA sediment grp E spike,Spike,Lab,Sediment,NIA,PFNA,79541.781,12296.27,1
MeOH Blank,Blank,Lab,N/A,NIA,PFNA,556.675,52.049,1
NIA biota grp D shrimp blank,Blank,Homogenizer,Biota,NIA,PFNA,692.19,10593.384,1
NIA biota grp D shrimp sample 1,Sample,Homogenizer,Biota,NIA,PFNA,382.854,13342.931,0.7678
NIA biota grp D shrimp sample 2,Sample,Homogenizer,Biota,NIA,PFNA,5783.545,12399.52,0.8816
NIA biota grp D shrimp sample 3,Sample,Homogenizer,Biota,NIA,PFNA,8186.241,10327.595,0.8801
NIA biota grp D shrimp spike,Spike,Homogenizer,Biota,NIA,PFNA,77277.227,10276.845,1
NIA biota grp E shrimp blank,Blank,Homogenizer,Biota,NIA,PFNA,974.675,12865.995,1
NIA biota grp E shrimp sample,Sample,Homogenizer,Biota,NIA,PFNA,4970.115,24927.076,0.6702
NIA biota grp E shrimp spike,Spike,Homogenizer,Biota,NIA,PFNA,33558.176,54995.676,1
NIA biota grp D snail 20x,Sample,Pestle,Biota,NIA,PFNA,603.094,11302.959,0.5
NIA biota grp E crayfish blank,Blank,Pestle,Biota,NIA,PFNA,529.948,12310.312,1
NIA biota grp E crayfish sample,Sample,Pestle,Biota,NIA,PFNA,3264.117,8451.625,0.5353
NIA biota grp E crayfish spike,Spike,Pestle,Biota,NIA,PFNA,87114.484,11972.738,1
NIA biota grp D sunfish blank 1,Blank,Blender,Biota,NIA,PFNA,236.908,9495.333,1
NIA biota grp D sunfish blank 2,Blank,Blender,Biota,NIA,PFNA,1727.182,12013.241,1
NIA biota grp D sunfish Cici sample 1 20x,Sample,Blender,Biota,NIA,PFNA,567.892,8990.065,0.9413
NIA biota grp D sunfish Cici sample 2 20x,Sample,Blender,Biota,NIA,PFNA,430.095,12811.064,0.6954
NIA biota grp D sunfish spike,Spike,Blender,Biota,NIA,PFNA,76448.539,12940.997,1
NIA biota grp D sunfish Sophie sample 1 20x,Sample,Blender,Biota,NIA,PFNA,1402.427,11670.063,0.8905
NIA biota grp D sunfish Sophie sample 2 20x,Sample,Blender,Biota,NIA,PFNA,579.067,11521.848,0.5997
NIA biota grp D sunfish Sophie sample 3 20x,Sample,Blender,Biota,NIA,PFNA,423.04,12219.995,0.2789
NIA biota grp F catfish blank,Blank,Blender,Biota,NIA,PFNA,713.618,14762.107,1
NIA biota grp F catfish sample 20x,Sample,Blender,Biota,NIA,PFNA,465.435,13277.824,0.5925
NIA biota grp F catfish spike,Spike,Blender,Biota,NIA,PFNA,80606.391,14768.14,1
NIA biota grp F bug blank,Blank,Homogenizer,Biota,NIA,PFNA,903.484,14145.941,1
NIA biota grp F bug sample,Sample,Homogenizer,Biota,NIA,PFNA,4163.062,14021.264,0.5
NIA biota grp F bug spike,Spike,Homogenizer,Biota,NIA,PFNA,101269.469,13534.186,1
NIA biota grp F shrimp blank,Blank,Homogenizer,Biota,NIA,PFNA,1364.346,14714.383,1
NIA biota grp F shrimp sample,Sample,Homogenizer,Biota,NIA,PFNA,3574.647,14157.241,1
NIA biota grp F shrimp spike,Spike,Homogenizer,Biota,NIA,PFNA,55195.09,14918.899,1
NIA biota grp E sunfish blank,Blank,Blender,Biota,NIA,PFNA,593.615,14752.333,1
NIA biota grp E sunfish sample 20x,Sample,Blender,Biota,NIA,PFNA,342.316,14117.39,0.7384
NIA biota grp E sunfish spike,Spike,Blender,Biota,NIA,PFNA,86693.242,16320.461,1
NIA biota grp D sunfish sample 20x,Sample,Blender,Biota,NIA,PFNA,543.274,11733.08,0.8926
MeOH Blank,Blank,Lab,N/A,20MC,PFOS,1123.427,15.663,1
20MC_0 ng/mL,Calibration curve,Lab,N/A,20MC,PFOS,428.529,7618.267,1
20MC_0.2 ng/mL,Calibration curve,Lab,N/A,20MC,PFOS,1322.978,8399.904,1
20MC_0.4 ng/mL,Calibration curve,Lab,N/A,20MC,PFOS,2848.656,8062.531,1
20MC_1 ng/mL,Calibration curve,Lab,N/A,20MC,PFOS,6137.11,7446.765,1
20MC_2 ng/mL,Calibration curve,Lab,N/A,20MC,PFOS,12001.454,7967.507,1
20MC_4 ng/mL,Calibration curve,Lab,N/A,20MC,PFOS,21470.982,8014.559,1
20MC_10 ng/mL,Calibration curve,Lab,N/A,20MC,PFOS,45678.684,7270.048,1
20MC_20 ng/mL,Calibration curve,Lab,N/A,20MC,PFOS,114312.578,7202.689,1
20MC_40 ng/mL,Calibration curve,Lab,N/A,20MC,PFOS,223989.672,7599.311,1
MeOH Blank,Blank,Lab,Sediment,20MC,PFOS,998.496,41.846,1
20MC grp A sediment lab blank,Blank,Lab,Sediment,20MC,PFOS,1474.802,6302.215,1
20MC grp A sediment field blank,Blank,Field,Sediment,20MC,PFOS,694.407,6327.787,0.9802
20MC grp A sediment 1,Sample,Field,Sediment,20MC,PFOS,1429.52,8546.638,0.9879
20MC grp A sediment 2,Sample,Field,Sediment,20MC,PFOS,1501.57,7501.675,1.0431
20MC grp A sediment spike,Spike,Lab,Sediment,20MC,PFOS,68730.906,5498.119,1
20MC grp C sediment lab blank,Blank,Lab,Sediment,20MC,PFOS,944.269,6842.515,1
20MC grp C sediment field blank,Blank,Field,Sediment,20MC,PFOS,552.338,6379.331,0.9912
20MC grp C sediment 1,Sample,Field,Sediment,20MC,PFOS,1738.266,8119.708,0.9854
20MC grp C sediment 2,Sample,Field,Sediment,20MC,PFOS,1253.409,5760.217,0.7808
20MC grp C sediment spike,Spike,Lab,Sediment,20MC,PFOS,40219.602,6958.717,1
20MC grp B sediment lab blank,Blank,Lab,Sediment,20MC,PFOS,817.603,6328.581,1
20MC grp B sediment field blank,Blank,Field,Sediment,20MC,PFOS,615.284,6478.014,0.9912
20MC grp B sediment 1,Sample,Field,Sediment,20MC,PFOS,1619.153,1206.566,1.0204
20MC grp B sediment 2,Sample,Field,Sediment,20MC,PFOS,1577.96,7368.942,1.0815
20MC grp B sediment spike,Spike,Lab,Sediment,20MC,PFOS,44426.48,6569.539,1
20 MC water field blank 1,Blank,Field,Water,20MC,PFOS,1280.834,6558.773,100
20 MC water field blank 2,Blank,Field,Water,20MC,PFOS,2169.89,6816.514,100
20 MC water sample 1,Sample,Field,Water,20MC,PFOS,991.267,6777.315,100
20 MC water sample 2,Sample,Field,Water,20MC,PFOS,1290.368,68.631,100
20 MC water spike 1,Spike,Field,Water,20MC,PFOS,26581.465,6988.994,100
MeOH Blank,Blank,Lab,N/A,20MC,PFOS,584.957,8.786,1
20 MC biota grp C white bugs blank,Blank,Pestle,Biota,20MC,PFOS,634.732,7552.458,1
20 MC biota grp C white bugs sample,Sample,Pestle,Biota,20MC,PFOS,42041.273,739.987,0.1926
20 MC biota grp C white bugs spike,Spike,Pestle,Biota,20MC,PFOS,53015.852,7052.942,1
20 MC biota grp A hardshell bug blank,Blank,Pestle,Biota,20MC,PFOS,1234.766,7213.635,1
20 MC biota grp A hardshell bug sample,Sample,Pestle,Biota,20MC,PFOS,3640.933,6217.458,0.5197
20 MC biota grp A hardshell bug spike,Spike,Pestle,Biota,20MC,PFOS,2818.632,7354.943,1
20 MC biota grp B nymph blank,Blank,Homogenizer,Biota,20MC,PFOS,794.572,8020.078,1
20 MC biota grp B nymph sample,Sample,Homogenizer,Biota,20MC,PFOS,5294.938,7553.755,0.2189
20 MC biota grp B nymph spike,Spike,Homogenizer,Biota,20MC,PFOS,24038.006,5509.28,1
20 MC biota grp B mortar and pestle blank,Blank,Pestle,Biota,20MC,PFOS,2333.275,7637.795,1
20 MC biota grp B crayfish sample,Sample,Pestle,Biota,20MC,PFOS,3637.987,7041.034,0.8061
20 MC biota grp B crayfish spike,Spike,Pestle,Biota,20MC,PFOS,45979.691,6427.283,1
20 MC biota grp C bug blank,Blank,Pestle,Biota,20MC,PFOS,795.312,7184.732,1
20 MC biota grp C bug sample,Sample,Pestle,Biota,20MC,PFOS,2484.517,7350.813,0.2294
20 MC biota grp C bug spike,Spike,Pestle,Biota,20MC,PFOS,29860.895,5161.766,1
20 MC biota grp A sunfish blank,Blank,Blender,Biota,20MC,PFOS,1464.658,6907.723,1
20 MC biota grp A sunfish Johnny sample,Sample,Blender,Biota,20MC,PFOS,74253.852,6494.197,1.6406
20 MC biota grp A sunfish spike,Spike,Blender,Biota,20MC,PFOS,65308.734,7234.255,1
20 MC biota grp C catfish blank,Blank,Blender,Biota,20MC,PFOS,984.618,7417.994,1
20 MC biota grp C catfish blender blank,Blank,Blender,Biota,20MC,PFOS,867.547,5456.939,1
20 MC biota grp C catfish sample 1,Sample,Blender,Biota,20MC,PFOS,17413.451,7834.459,0.9648
20 MC biota grp C catfish sample 2,Sample,Blender,Biota,20MC,PFOS,8315.509,7228.878,0.5661
20 MC biota grp C catfish sample 3,Sample,Blender,Biota,20MC,PFOS,23447.619,6861.347,0.8456
20 MC biota grp C catfish spike,Spike,Blender,Biota,20MC,PFOS,394877.875,7499.079,1
20 MC biota grp B catfish blank,Blank,Blender,Biota,20MC,PFOS,11000.533,943.713,1
20 MC biota grp B catfish sample 2-1,Sample,Blender,Biota,20MC,PFOS,24049.754,727.584,1
20 MC biota grp B catfish sample 2-2,Sample,Blender,Biota,20MC,PFOS,26735.145,630.445,1
20 MC biota grp B catfish sample 2-3,Sample,Blender,Biota,20MC,PFOS,22715.176,1100.833,1
20 MC biota grp B catfish spike,Spike,Blender,Biota,20MC,PFOS,102861.766,413.117,1
MeOH Blank,Blank,Lab,N/A,20MC,PFOS,3872.712,49.884,1
MeOH Blank,Blank,Lab,N/A,NIA,PFOS,3872.712,49.884,1
NIA_0 ng/mL,Calibration curve,Lab,N/A,NIA,PFOS,731.606,7419.328,1
NIA_0.2 ng/mL,Calibration curve,Lab,N/A,NIA,PFOS,1010.61,7380.067,1
NIA_0.4 ng/mL,Calibration curve,Lab,N/A,NIA,PFOS,2512.021,7189.93,1
NIA_1 ng/mL,Calibration curve,Lab,N/A,NIA,PFOS,5346.992,6867.082,1
NIA_2 ng/mL,Calibration curve,Lab,N/A,NIA,PFOS,9662.863,6184.377,1
NIA_4 ng/mL,Calibration curve,Lab,N/A,NIA,PFOS,17322.344,7341.521,1
NIA_10 ng/mL,Calibration curve,Lab,N/A,NIA,PFOS,39905.332,5904.268,1
NIA_20 ng/mL,Calibration curve,Lab,N/A,NIA,PFOS,93909.094,5904.141,1
NIA_40 ng/mL,Calibration curve,Lab,N/A,NIA,PFOS,192483.828,7382.185,1
MeOH Blank,Blank,Lab,N/A,NIA,PFOS,794.517,6.16,1
NIA water lab blank,Blank,Lab,Water,NIA,PFOS,710.477,6537.762,100
NIA water field blank,Blank,Field,Water,NIA,PFOS,487.965,6305.536,100
NIA water sample 1,Sample,Field,Water,NIA,PFOS,14253.321,6137.869,100
NIA water sample 2,Sample,Field,Water,NIA,PFOS,19135.811,5743.618,100
NIA water sample 3,Sample,Field,Water,NIA,PFOS,47849.32,6650.144,100
NIA water spike 1,Spike,Field,Water,NIA,PFOS,25080.691,5758.477,100
NIA water spike 2,Spike,Field,Water,NIA,PFOS,21998.332,11367.567,100
NIA sediment grp F lab blank,Blank,Lab,Sediment,NIA,PFOS,588.459,5824.115,1
NIA sediment grp F field blank,Blank,Field,Sediment,NIA,PFOS,869.834,6876.024,1.0028
NIA sediment grp F sample 1,Sample,Field,Sediment,NIA,PFOS,23216.902,11214.828,1.087
NIA sediment grp F sample 2,Sample,Field,Sediment,NIA,PFOS,22841.199,6822.804,1.0034
NIA sediment grp F spike,Spike,Lab,Sediment,NIA,PFOS,42374.461,6413.561,1
NIA sediment grp D lab blank,Blank,Lab,Sediment,NIA,PFOS,2446.801,8000.128,1
NIA sediment grp D field blank,Blank,Field,Sediment,NIA,PFOS,537.609,3743.57,1.0001
NIA sediment grp D sample 1,Sample,Field,Sediment,NIA,PFOS,28419.482,7828.294,1.06
NIA sediment grp D sample 2,Sample,Field,Sediment,NIA,PFOS,23667.576,6505.091,1.004
NIA sediment grp D spike,Spike,Lab,Sediment,NIA,PFOS,32641.879,6515.757,1
NIA sediment grp E blank,Blank,Lab,Sediment,NIA,PFOS,906.457,6782.75,1
NIA sediment grp E sample 1,Sample,Field,Sediment,NIA,PFOS,26784.145,6496.394,1.0002
NIA sediment grp E sample 2,Sample,Field,Sediment,NIA,PFOS,17016.086,12257.362,1.0105
NIA sediment grp E spike,Spike,Lab,Sediment,NIA,PFOS,42821.457,6598.264,1
MeOH Blank,Blank,Lab,N/A,NIA,PFOS,1277.443,212.386,1
NIA biota grp D shrimp blank,Blank,Homogenizer,Biota,NIA,PFOS,13422.36,5265.067,1
NIA biota grp D shrimp sample 1,Sample,Homogenizer,Biota,NIA,PFOS,700.115,6378.181,0.7678
NIA biota grp D shrimp sample 2,Sample,Homogenizer,Biota,NIA,PFOS,197352.781,6723.137,0.8816
NIA biota grp D shrimp sample 3,Sample,Homogenizer,Biota,NIA,PFOS,260744.891,6414.284,0.8801
NIA biota grp D shrimp spike,Spike,Homogenizer,Biota,NIA,PFOS,56197.641,6759.657,1
NIA biota grp E shrimp blank,Blank,Homogenizer,Biota,NIA,PFOS,3134.593,7611.352,1
NIA biota grp E shrimp sample,Sample,Homogenizer,Biota,NIA,PFOS,116672.672,15819.406,0.6702
NIA biota grp E shrimp spike,Spike,Homogenizer,Biota,NIA,PFOS,23352.098,32876.137,1
NIA biota grp D snail 20x,Sample,Pestle,Biota,NIA,PFOS,5982.006,7014.122,0.5
NIA biota grp E crayfish blank,Blank,Pestle,Biota,NIA,PFOS,1299.507,6912.971,1
NIA biota grp E crayfish sample,Sample,Pestle,Biota,NIA,PFOS,48948.16,5885.736,0.5353
NIA biota grp E crayfish spike,Spike,Pestle,Biota,NIA,PFOS,56710.449,7173.039,1
NIA biota grp D sunfish blank 1,Blank,Blender,Biota,NIA,PFOS,558.6,5297.401,1
NIA biota grp D sunfish blank 2,Blank,Blender,Biota,NIA,PFOS,644.18,6025.361,1
NIA biota grp D sunfish Cici sample 1 20x,Sample,Blender,Biota,NIA,PFOS,42432.844,4707.629,0.9413
NIA biota grp D sunfish Cici sample 2 20x,Sample,Blender,Biota,NIA,PFOS,26195.791,7208.952,0.6954
NIA biota grp D sunfish spike,Spike,Blender,Biota,NIA,PFOS,35977.691,7265.045,1
NIA biota grp D sunfish Sophie sample 1 20x,Sample,Blender,Biota,NIA,PFOS,31422.039,6058.184,0.8905
NIA biota grp D sunfish Sophie sample 2 20x,Sample,Blender,Biota,NIA,PFOS,31640.4,5572.606,0.5997
NIA biota grp D sunfish Sophie sample 3 20x,Sample,Blender,Biota,NIA,PFOS,8053.525,6391.286,0.2789
NIA biota grp F catfish blank,Blank,Blender,Biota,NIA,PFOS,827.512,7013.312,1
NIA biota grp F catfish sample 20x,Sample,Blender,Biota,NIA,PFOS,4951.713,6325.022,0.5925
NIA biota grp F catfish spike,Spike,Blender,Biota,NIA,PFOS,41768.695,7011.042,1
NIA biota grp F bug blank,Blank,Homogenizer,Biota,NIA,PFOS,705.675,6404.685,1
NIA biota grp F bug sample,Sample,Homogenizer,Biota,NIA,PFOS,7781.354,6801.289,0.5
NIA biota grp F bug spike,Spike,Homogenizer,Biota,NIA,PFOS,45398.73,6974.147,1
NIA biota grp F shrimp blank,Blank,Homogenizer,Biota,NIA,PFOS,881.649,6797.745,1
NIA biota grp F shrimp sample,Sample,Homogenizer,Biota,NIA,PFOS,86291.313,7071.28,1
NIA biota grp F shrimp spike,Spike,Homogenizer,Biota,NIA,PFOS,29681.641,7199.688,1
NIA biota grp E sunfish blank,Blank,Blender,Biota,NIA,PFOS,1295.184,7509.358,1
NIA biota grp E sunfish sample 20x,Sample,Blender,Biota,NIA,PFOS,3669.278,6388.198,0.7384
NIA biota grp E sunfish spike,Spike,Blender,Biota,NIA,PFOS,41739.309,7960.798,1
NIA biota grp D sunfish sample 20x,Sample,Blender,Biota,NIA,PFOS,23636.531,6171.89,0.8926
MeOH Blank,Blank,Lab,N/A,20MC,PFDA,740.458,1.436,1
20MC_0 ng/mL,Calibration curve,Lab,N/A,20MC,PFDA,196.427,1107.593,1
20MC_0.2 ng/mL,Calibration curve,Lab,N/A,20MC,PFDA,403.071,1580.236,1
20MC_0.4 ng/mL,Calibration curve,Lab,N/A,20MC,PFDA,1495.114,1439.161,1
20MC_1 ng/mL,Calibration curve,Lab,N/A,20MC,PFDA,2652.81,1476.331,1
20MC_2 ng/mL,Calibration curve,Lab,N/A,20MC,PFDA,5137.294,1503.496,1
20MC_4 ng/mL,Calibration curve,Lab,N/A,20MC,PFDA,9501.424,1219.286,1
20MC_10 ng/mL,Calibration curve,Lab,N/A,20MC,PFDA,20259.369,1425.588,1
20MC_20 ng/mL,Calibration curve,Lab,N/A,20MC,PFDA,51220.355,1497.363,1
20MC_40 ng/mL,Calibration curve,Lab,N/A,20MC,PFDA,97612.508,1818.723,1
MeOH Blank,Blank,Lab,Sediment,20MC,PFDA,275.297,3.606,1
20MC grp A sediment lab blank,Blank,Lab,Sediment,20MC,PFDA,183.494,886.388,1
20MC grp A sediment field blank,Blank,Field,Sediment,20MC,PFDA,174.145,1189.057,0.9802
20MC grp A sediment 1,Sample,Field,Sediment,20MC,PFDA,274.253,1276.737,0.9879
20MC grp A sediment 2,Sample,Field,Sediment,20MC,PFDA,0,1058.544,1.0431
20MC grp A sediment spike,Spike,Lab,Sediment,20MC,PFDA,28648.322,1153.887,1
20MC grp C sediment lab blank,Blank,Lab,Sediment,20MC,PFDA,335.762,1283.664,1
20MC grp C sediment field blank,Blank,Field,Sediment,20MC,PFDA,46.824,1113.628,0.9912
20MC grp C sediment 1,Sample,Field,Sediment,20MC,PFDA,112.119,1423.384,0.9854
20MC grp C sediment 2,Sample,Field,Sediment,20MC,PFDA,135.078,609.048,0.7808
20MC grp C sediment spike,Spike,Lab,Sediment,20MC,PFDA,16787.477,1334.932,1
20MC grp B sediment lab blank,Blank,Lab,Sediment,20MC,PFDA,209.633,1255.164,1
20MC grp B sediment field blank,Blank,Field,Sediment,20MC,PFDA,119.014,1203.33,0.9912
20MC grp B sediment 1,Sample,Field,Sediment,20MC,PFDA,85.307,130.066,1.0204
20MC grp B sediment 2,Sample,Field,Sediment,20MC,PFDA,114.839,1124.796,1.0815
20MC grp B sediment spike,Spike,Lab,Sediment,20MC,PFDA,18313.109,1207.995,1
20 MC water field blank 1,Blank,Field,Water,20MC,PFDA,0,985.184,100
20 MC water field blank 2,Blank,Field,Water,20MC,PFDA,34.73,1085.39,100
20 MC water sample 1,Sample,Field,Water,20MC,PFDA,161.408,1039.919,100
20 MC water sample 2,Sample,Field,Water,20MC,PFDA,110.63,11.657,100
20 MC water spike 1,Spike,Field,Water,20MC,PFDA,13597.235,1117.489,100
MeOH Blank,Blank,Lab,N/A,20MC,PFDA,38.066,1.698,1
20 MC biota grp C white bugs blank,Blank,Pestle,Biota,20MC,PFDA,11.767,1299.423,1
20 MC biota grp C white bugs sample,Sample,Pestle,Biota,20MC,PFDA,3371.047,94.492,0.1926
20 MC biota grp C white bugs spike,Spike,Pestle,Biota,20MC,PFDA,17708.705,1071.261,1
20 MC biota grp A hardshell bug blank,Blank,Pestle,Biota,20MC,PFDA,123.046,960.31,1
20 MC biota grp A hardshell bug sample,Sample,Pestle,Biota,20MC,PFDA,284.323,651.636,0.5197
20 MC biota grp A hardshell bug spike,Spike,Pestle,Biota,20MC,PFDA,766.871,863.133,1
20 MC biota grp B nymph blank,Blank,Homogenizer,Biota,20MC,PFDA,11.789,1056.442,1
20 MC biota grp B nymph sample,Sample,Homogenizer,Biota,20MC,PFDA,157.265,1273.051,0.2189
20 MC biota grp B nymph spike,Spike,Homogenizer,Biota,20MC,PFDA,7512.967,683.643,1
20 MC biota grp B mortar and pestle blank,Blank,Pestle,Biota,20MC,PFDA,322.643,1144.08,1
20 MC biota grp B crayfish sample,Sample,Pestle,Biota,20MC,PFDA,173.832,2232.721,0.8061
20 MC biota grp B crayfish spike,Spike,Pestle,Biota,20MC,PFDA,16035.059,1169.099,1
20 MC biota grp C bug blank,Blank,Pestle,Biota,20MC,PFDA,145.443,1012.948,1
20 MC biota grp C bug sample,Sample,Pestle,Biota,20MC,PFDA,93.04,937.045,0.2294
20 MC biota grp C bug spike,Spike,Pestle,Biota,20MC,PFDA,10943.21,945.838,1
20 MC biota grp A sunfish blank,Blank,Blender,Biota,20MC,PFDA,454.44,1037.522,1
20 MC biota grp A sunfish Johnny sample,Sample,Blender,Biota,20MC,PFDA,2122.753,992.168,1.6406
20 MC biota grp A sunfish spike,Spike,Blender,Biota,20MC,PFDA,21792.771,952.103,1
20 MC biota grp C catfish blank,Blank,Blender,Biota,20MC,PFDA,111.628,1047.114,1
20 MC biota grp C catfish blender blank,Blank,Blender,Biota,20MC,PFDA,20.037,770.726,1
20 MC biota grp C catfish sample 1,Sample,Blender,Biota,20MC,PFDA,630.967,1170.875,0.9648
20 MC biota grp C catfish sample 2,Sample,Blender,Biota,20MC,PFDA,373.586,962.616,0.5661
20 MC biota grp C catfish sample 3,Sample,Blender,Biota,20MC,PFDA,610.337,1537.093,0.8456
20 MC biota grp C catfish spike,Spike,Blender,Biota,20MC,PFDA,111336.508,1529.005,1
20 MC biota grp B catfish blank,Blank,Blender,Biota,20MC,PFDA,2869.466,70.337,1
20 MC biota grp B catfish sample 2-1,Sample,Blender,Biota,20MC,PFDA,751.394,1058.251,1
20 MC biota grp B catfish sample 2-2,Sample,Blender,Biota,20MC,PFDA,678.328,481.566,1
20 MC biota grp B catfish sample 2-3,Sample,Blender,Biota,20MC,PFDA,474.148,1189.846,1
20 MC biota grp B catfish spike,Spike,Blender,Biota,20MC,PFDA,29245.082,230.956,1
MeOH Blank,Blank,Lab,N/A,20MC,PFDA,661.878,0,1
MeOH Blank,Blank,Lab,N/A,NIA,PFDA,661.878,0,1
NIA_0 ng/mL,Calibration curve,Lab,N/A,NIA,PFDA,20.102,581.786,1
NIA_0.2 ng/mL,Calibration curve,Lab,N/A,NIA,PFDA,274.304,897.199,1
NIA_0.4 ng/mL,Calibration curve,Lab,N/A,NIA,PFDA,733.622,709.628,1
NIA_1 ng/mL,Calibration curve,Lab,N/A,NIA,PFDA,1594.511,657.243,1
NIA_2 ng/mL,Calibration curve,Lab,N/A,NIA,PFDA,3103.84,584.026,1
NIA_4 ng/mL,Calibration curve,Lab,N/A,NIA,PFDA,5855.458,769.82,1
NIA_10 ng/mL,Calibration curve,Lab,N/A,NIA,PFDA,14625.061,629.582,1
NIA_20 ng/mL,Calibration curve,Lab,N/A,NIA,PFDA,33807.316,945.063,1
NIA_40 ng/mL,Calibration curve,Lab,N/A,NIA,PFDA,70884.266,926.241,1
MeOH Blank,Blank,Lab,N/A,NIA,PFDA,116.262,0,1
NIA water lab blank,Blank,Lab,Water,NIA,PFDA,100.63,781.375,100
NIA water field blank,Blank,Field,Water,NIA,PFDA,12.474,912.059,100
NIA water sample 1,Sample,Field,Water,NIA,PFDA,46.917,651.983,100
NIA water sample 2,Sample,Field,Water,NIA,PFDA,118.454,671.537,100
NIA water sample 3,Sample,Field,Water,NIA,PFDA,116.989,935.726,100
NIA water spike 1,Spike,Field,Water,NIA,PFDA,10701.438,789.747,100
NIA water spike 2,Spike,Field,Water,NIA,PFDA,7419.846,1424.274,100
NIA sediment grp F lab blank,Blank,Lab,Sediment,NIA,PFDA,24.753,787.346,1
NIA sediment grp F field blank,Blank,Field,Sediment,NIA,PFDA,14.369,956.346,1.0028
NIA sediment grp F sample 1,Sample,Field,Sediment,NIA,PFDA,539.559,1043.09,1.087
NIA sediment grp F sample 2,Sample,Field,Sediment,NIA,PFDA,552.511,561.882,1.0034
NIA sediment grp F spike,Spike,Lab,Sediment,NIA,PFDA,15606.06,653.463,1
NIA sediment grp D lab blank,Blank,Lab,Sediment,NIA,PFDA,512.83,805.14,1
NIA sediment grp D field blank,Blank,Field,Sediment,NIA,PFDA,6.205,393.549,1.0001
NIA sediment grp D sample 1,Sample,Field,Sediment,NIA,PFDA,688.348,617.917,1.06
NIA sediment grp D sample 2,Sample,Field,Sediment,NIA,PFDA,535.572,632.622,1.004
NIA sediment grp D spike,Spike,Lab,Sediment,NIA,PFDA,10279.991,654.939,1
NIA sediment grp E blank,Blank,Lab,Sediment,NIA,PFDA,91.405,611.433,1
NIA sediment grp E sample 1,Sample,Field,Sediment,NIA,PFDA,971.957,462.326,1.0002
NIA sediment grp E sample 2,Sample,Field,Sediment,NIA,PFDA,244.274,693.691,1.0105
NIA sediment grp E spike,Spike,Lab,Sediment,NIA,PFDA,13071.68,358.017,1
MeOH Blank,Blank,Lab,N/A,NIA,PFDA,116.069,0,1
NIA biota grp D shrimp blank,Blank,Homogenizer,Biota,NIA,PFDA,71.919,550.797,1
NIA biota grp D shrimp sample 1,Sample,Homogenizer,Biota,NIA,PFDA,11.926,388.303,0.7678
NIA biota grp D shrimp sample 2,Sample,Homogenizer,Biota,NIA,PFDA,355.69,641.839,0.8816
NIA biota grp D shrimp sample 3,Sample,Homogenizer,Biota,NIA,PFDA,267.434,452.962,0.8801
NIA biota grp D shrimp spike,Spike,Homogenizer,Biota,NIA,PFDA,15046.006,533.057,1
