Sample Name,Sample Type,Sample group,Matrix,Location,Compound,Analyte peak area,Internal standard peak area,Sample mass
NIA F Sediment lab blank,Blank,Lab,Sediment,NIA,PFOA,2.68E+05,1.29E+06,
NIA F Sediment Sample,Sample,Field,Sediment,NIA,PFOA,3.30E+05,1.26E+06,
NIA F Sediment Spike,Spike,Lab,Sediment,NIA,PFOA,2.20E+06,1.32E+06,
NIA I Sediment field blank,Blank,Field,Sediment,NIA,PFOA,6.86E+04,1.29E+06,
NIA I Sediment FIeld Spike,Spike,Field,Sediment,NIA,PFOA,5.88E+04,1.28E+06,
NIA MeOH Blank,Blank,Lab,N/A,NIA,PFOA,9.42E+04,3.50E+03,
NIA_0 ng/mL,Calibration Curve,Lab,N/A,NIA,PFOA,3.95E+04,1.38E+06,
NIA_0.2 ng/mL,Calibration Curve,Lab,N/A,NIA,PFOA,1.40E+05,1.45E+06,
NIA_0.4 ng/mL,Calibration Curve,Lab,N/A,NIA,PFOA,2.21E+05,1.43E+06,
NIA_1 ng/mL,Calibration Curve,Lab,N/A,NIA,PFOA,4.17E+05,1.52E+06,
NIA_2 ng/mL,Calibration Curve,Lab,N/A,NIA,PFOA,8.32E+05,1.48E+06,
NIA_4 ng/mL,Calibration Curve,Lab,N/A,NIA,PFOA,1.50E+06,1.48E+06,
NIA_10 ng/mL,Calibration Curve,Lab,N/A,NIA,PFOA,3.78E+06,1.47E+06,
NIA_20 ng/mL,Calibration Curve,Lab,N/A,NIA,PFOA,6.78E+06,1.46E+06,
NIA_40 ng/mL,Calibration Curve,Lab,N/A,NIA,PFOA,1.19E+07,1.41E+06,
NIA_100 ng/mL,Calibration Curve,Lab,N/A,NIA,PFOA,2.63E+07,1.11E+06,
NIA H sunfish water blank,Blank,Homogenizer,Biota,NIA,PFOA,4.47E+04,1.33E+06,
NIA H sunfish homogenizer blank,Blank,Homogenizer,Biota,NIA,PFOA,3.96E+04,1.22E+06,
NIA H sunfish sample 1 2x,Sample,Homogenizer,Biota,NIA,PFOA,5.69E+04,1.12E+06,
NIA H sunfish sample 2 2x,Sample,Homogenizer,Biota,NIA,PFOA,4.68E+04,1.29E+06,
NIA H sunfish sample 3 2x,Sample,Homogenizer,Biota,NIA,PFOA,4.43E+04,1.20E+06,
NIA H sunfish spike,Spike,Homogenizer,Biota,NIA,PFOA,2.35E+06,1.36E+06,
NIA G biota catfish 1B 2x,Sample,Homogenizer,Biota,NIA,PFOA,5.74E+04,1.17E+06,
NIA G biota catfish 1C 2x,Sample,Homogenizer,Biota,NIA,PFOA,5.80E+04,1.15E+06,
NIA I Sunfish sample 1 2x,Sample,Homogenizer,Biota,NIA,PFOA,4.43E+04,1.22E+06,
NIA I Sunfish sample 2 2x,Sample,Homogenizer,Biota,NIA,PFOA,4.79E+04,1.41E+06,
NIA I Sunfish sample 3 2x,Sample,Homogenizer,Biota,NIA,PFOA,5.19E+04,1.88E+06,
NIA I Sunfish sample 4 2x,Sample,Homogenizer,Biota,NIA,PFOA,4.77E+04,1.58E+06,
20MC C1 sediment lab blank,Blank,Lab,Sediment,20MC,PFNA,1.40E+04,7.93E+05,
20MC C2 sediment field blank,Blank,Field,Sediment,20MC,PFNA,1.01E+04,7.87E+05,
20MC C3 sediment field sample,Sample,Field,Sediment,20MC,PFNA,1.29E+05,7.25E+05,
20MC C4 sediment sand spike,Spike,Lab,Sediment,20MC,PFNA,8.56E+05,7.55E+05,
20MC C1 biota catfish 1,Sample,Homogenizer,Biota,20MC,PFNA,2.51E+04,6.66E+05,
20MC C4 biota catfish 2,Sample,Homogenizer,Biota,20MC,PFNA,2.82E+04,7.43E+05,
20MC C2 biota bug/beetle,Sample,Homogenizer,Biota,20MC,PFNA,1.13E+06,8.14E+05,
20MC C3 biota catepillar,Sample,Homogenizer,Biota,20MC,PFNA,1.45E+04,7.58E+05,
20MC C5 biota insect,Sample,Homogenizer,Biota,20MC,PFNA,1.07E+04,6.61E+05,
20MC C6 biota homogenization blank,Blank,Homogenizer,Biota,20MC,PFNA,1.16E+04,7.75E+05,
20MC C7 biota lab blank,Blank,Lab,Biota,20MC,PFNA,1.25E+04,1.00E+06,
20MC D1 Hard-shell sample,Sample,Pestle,Biota,20MC,PFNA,5.24E+04,8.99E+05,
20MC D2 Catfish sample,Sample,Homogenizer,Biota,20MC,PFNA,3.80E+04,9.62E+05,
20MC D3 Biota spike,Spike,Homogenizer,Biota,20MC,PFNA,9.58E+03,9.91E+05,
20MC D4 Sediment Lab Blank,Blank,Lab,Sediment,20MC,PFNA,-1.26E+03,8.52E+05,
20MC D5 Sediment Field Blank,Blank,Field,Sediment,20MC,PFNA,8.67E+03,1.19E+06,
20MC D6 Sediment Spike,Spike,Lab,Sediment,20MC,PFNA,1.85E+06,1.09E+06,
20MC D7 Sediment Sample,Sample,Field,Sediment,20MC,PFNA,2.99E+04,1.14E+06,
20MC B1 Sediment Lab blank,Blank,Lab,Sediment,20MC,PFNA,1.45E+04,1.23E+06,
20MC B2 Sediment Sample,Sample,Field,Sediment,20MC,PFNA,2.97E+04,8.72E+05,
20MC B3 Sand Spike,Spike,Lab,Sediment,20MC,PFNA,1.60E+06,9.59E+05,
20MC B4 Crayfish Homoblank,Blank,Pestle,Biota,20MC,PFNA,1.92E+04,1.07E+06,
20MC B5 Crayfish MTBE Sample,Sample,Pestle,Biota,20MC,PFNA,2.07E+04,9.05E+05,
20MC B6 Crayfish Spike,Spike,Pestle,Biota,20MC,PFNA,1.45E+06,1.07E+06,
20MC MeOH Blank 1,Blank,Lab,N/A,20MC,PFNA,-1.48E+03,1.72E+03,
20MC_0 ng/mL,Calibration Curve,Lab,N/A,20MC,PFNA,-5.55E+02,1.03E+06,
20MC_0.2 ng/mL,Calibration Curve,Lab,N/A,20MC,PFNA,6.49E+04,1.08E+06,
20MC_0.4 ng/mL,Calibration Curve,Lab,N/A,20MC,PFNA,1.28E+05,1.06E+06,
20MC_1 ng/mL,Calibration Curve,Lab,N/A,20MC,PFNA,2.40E+05,1.18E+06,
20MC_2 ng/mL,Calibration Curve,Lab,N/A,20MC,PFNA,5.26E+05,1.13E+06,
20MC_4 ng/mL,Calibration Curve,Lab,N/A,20MC,PFNA,9.39E+05,1.08E+06,
20MC_10 ng/mL,Calibration Curve,Lab,N/A,20MC,PFNA,1.80E+06,8.07E+05,
20MC_20 ng/mL,Calibration Curve,Lab,N/A,20MC,PFNA,4.63E+06,9.98E+05,
20MC_40 ng/mL,Calibration Curve,Lab,N/A,20MC,PFNA,7.70E+06,9.73E+05,
20MC_100 ng/mL,Calibration Curve,Lab,N/A,20MC,PFNA,1.61E+07,6.87E+05,
20MC MeOH Blank 2,Blank,Lab,N/A,20MC,PFNA,1.26E+04,1.17E+03,
20MC water lab blank,Blank,Lab,Water,20MC,PFNA,6.91E+03,1.17E+06,
20MC water field blank,Blank,Field,Water,20MC,PFNA,5.78E+03,1.21E+06,
20MC water sample 1,Sample,Field,Water,20MC,PFNA,5.57E+03,1.22E+06,
20MC water sample 2,Sample,Field,Water,20MC,PFNA,7.79E+03,8.34E+05,
20MC water sample 3,Sample,Field,Water,20MC,PFNA,7.54E+03,9.18E+05,
20MC water spike 1,Spike,Field,Water,20MC,PFNA,9.27E+05,1.19E+06,
20MC water spike 2,Spike,Field,Water,20MC,PFNA,1.74E+06,1.25E+06,
NIA water lab blank,Blank,Lab,Water,NIA,PFNA,2.68E+03,9.86E+05,
NIA water field blank,Blank,Field,Water,NIA,PFNA,3.54E+03,7.86E+05,
NIA water sample 1,Sample,Field,Water,NIA,PFNA,1.57E+04,7.95E+05,
NIA water sample 2,Sample,Field,Water,NIA,PFNA,1.38E+04,9.65E+05,
NIA water sample 3,Sample,Field,Water,NIA,PFNA,8.21E+03,7.77E+05,
NIA water sample 4,Sample,Field,Water,NIA,PFNA,1.87E+04,7.99E+05,
NIA water field spike 1,Spike,Field,Water,NIA,PFNA,1.32E+06,8.88E+05,
NIA water field spike 2,Spike,Field,Water,NIA,PFNA,1.75E+06,6.96E+05,
20MC B7 Shell Sample 1,Sample,Pestle,Biota,20MC,PFNA,2.03E+04,9.19E+05,
20MC B8 Shell Sample 2,Sample,Pestle,Biota,20MC,PFNA,1.39E+04,8.86E+05,
20MC B9 Shell Sample 3,Sample,Pestle,Biota,20MC,PFNA,1.35E+04,8.24E+05,
20MC A1 Sediment Field Blank,Blank,Field,Sediment,20MC,PFNA,6.21E+04,1.16E+06,
20MC A2 Sediment Spike,Spike,Lab,Sediment,20MC,PFNA,4.95E+05,1.04E+06,
20MC A3 Sediment Sample,Sample,Field,Sediment,20MC,PFNA,5.88E+04,1.14E+06,
20MC A4 Biota Lab Blank,Blank,Lab,Biota,20MC,PFNA,1.15E+04,9.18E+05,
20MC A5 Homogenization Blank,Blank,Homogenizer,Biota,20MC,PFNA,1.49E+04,1.23E+06,
20MC A6 Biota Spike,Spike,Homogenizer,Biota,20MC,PFNA,1.47E+05,1.27E+06,
20MC A7 Biota Bug,Sample,Homogenizer,Biota,20MC,PFNA,1.80E+04,1.14E+06,
20MC A8 Biota Sunfish,Sample,Homogenizer,Biota,20MC,PFNA,1.38E+04,9.92E+05,
NIA E Biota Lab Lab Blank,Blank,Lab,Biota,NIA,PFNA,1.92E+04,9.58E+05,
NIA E Biota Homogenized Lab Blank,Blank,Homogenizer,Biota,NIA,PFNA,1.43E+04,1.27E+06,
NIA E Biota Spike,Spike,Homogenizer,Biota,NIA,PFNA,1.55E+06,1.25E+06,
NIA E Biota Bugs Sample,Sample,Homogenizer,Biota,NIA,PFNA,2.43E+04,1.22E+06,
NIA E Biota Shrimps Sample,Sample,Homogenizer,Biota,NIA,PFNA,4.19E+04,1.22E+06,
NIA E Sediment Sand Field Blank,Blank,Field,Sediment,NIA,PFNA,1.11E+04,1.11E+06,
NIA E Sediment Sand Lab Blank,Blank,Lab,Sediment,NIA,PFNA,4.03E+03,1.14E+06,
NIA E Sediment Sample 1,Sample,Field,Sediment,NIA,PFNA,2.19E+04,9.87E+05,
NIA E Sediment Sample 2,Sample,Field,Sediment,NIA,PFNA,1.47E+04,9.62E+05,
NIA E Sediment Sample 3,Sample,Field,Sediment,NIA,PFNA,2.27E+04,1.14E+06,
NIA E Sediment Sand Spike,Spike,Lab,Sediment,NIA,PFNA,2.43E+06,1.15E+06,
NIA-G-field sand blank,Blank,Field,Sediment,NIA,PFNA,2.31E+04,2.16E+05,
NIA-G-lab send blank,Blank,Lab,Sediment,NIA,PFNA,9.16E+03,2.20E+05,
NIA-G-sediment sample,Sample,Field,Sediment,NIA,PFNA,2.11E+04,1.81E+05,
NIA-G-sand spike,Spike,Lab,Sediment,NIA,PFNA,1.67E+06,2.35E+05,
NIA G Shrimp Lab Blank 2x,Blank,Lab,Biota,NIA,PFNA,1.73E+04,1.12E+06,
NIA G Shrimp Homogenized Blank 2x,Blank,Homogenizer,Biota,NIA,PFNA,1.82E+04,1.16E+06,
NIA G Shrimp Sample 2x,Sample,Homogenizer,Biota,NIA,PFNA,5.16E+04,1.06E+06,
NIA G Shrimp Biota Spike 2x,Spike,Homogenizer,Biota,NIA,PFNA,1.92E+06,1.07E+06,
NIA G Catfish Lab Blank 20x,Blank,Homogenizer,Biota,NIA,PFNA,2.69E+04,1.41E+06,
NIA G Catfish Homogenized Blank 20x,Blank,Homogenizer,Biota,NIA,PFNA,1.79E+04,1.10E+06,
NIA G Catfish A Sample 20x,Sample,Homogenizer,Biota,NIA,PFNA,8.10E+03,1.12E+06,
NIA G Catfish B Sample 20x,Sample,Homogenizer,Biota,NIA,PFNA,9.01E+03,1.08E+06,
NIA G Catfish C Sample 20x,Sample,Homogenizer,Biota,NIA,PFNA,1.06E+04,1.19E+06,
NIA G Catfish Biota Spike 2x,Spike,Homogenizer,Biota,NIA,PFNA,2.12E+06,1.16E+06,
NIA G Sediment Lab Blank,Blank,Lab,Sediment,NIA,PFNA,3.06E+04,1.39E+06,
NIA G Sediment Field Blank,Blank,Field,Sediment,NIA,PFNA,-1.44E+03,1.27E+06,
NIA G Sediment Sample 2x,Sample,Field,Sediment,NIA,PFNA,2.34E+04,1.19E+06,
NIA G Sediment Spike 2x,Spike,Lab,Sediment,NIA,PFNA,1.85E+06,1.29E+06,
NIA I Sun fish Homogenized blank 2x,Blank,Homogenizer,Biota,NIA,PFNA,1.75E+04,1.32E+06,
NIA I Sun fish spike 2x,Spike,Homogenizer,Biota,NIA,PFNA,2.66E+05,1.21E+06,
NIA I Sun fish sample 4 20x,Sample,Homogenizer,Biota,NIA,PFNA,9.24E+03,1.33E+06,
NIA I Sun fish sample 1 20x,Sample,Homogenizer,Biota,NIA,PFNA,8.08E+03,1.30E+06,
Nia I Sun Fish sample 20x,Sample,Homogenizer,Biota,NIA,PFNA,7.66E+03,1.23E+06,
NIA I Sun fish sample Homo blank,Blank,Homogenizer,Biota,NIA,PFNA,2.34E+04,1.30E+06,
NIA F shrimp Sample,Sample,Homogenizer,Biota,NIA,PFNA,5.10E+04,8.93E+05,
NIA F catfish A sample,Sample,Homogenizer,Biota,NIA,PFNA,1.38E+04,1.11E+06,
NIA F catfish B sample,Sample,Homogenizer,Biota,NIA,PFNA,1.11E+04,1.12E+06,
NIA F catfish C sample,Sample,Homogenizer,Biota,NIA,PFNA,1.49E+04,1.13E+06,
NIA F biota spike,Spike,Homogenizer,Biota,NIA,PFNA,2.88E+06,6.00E+05,
NIA H sedment field blank2,Blank,Field,Sediment,NIA,PFNA,6.18E+03,1.22E+06,
NIA H sedment lab spike1,Spike,Lab,Sediment,NIA,PFNA,1.48E+06,1.17E+06,
NIA H sedment sample2,Sample,Field,Sediment,NIA,PFNA,6.68E+03,1.17E+06,
NIA H sedment field blank1,Blank,Field,Sediment,NIA,PFNA,6.38E+03,1.22E+06,
NIA H sedment lab spike2,Spike,Lab,Sediment,NIA,PFNA,1.80E+06,1.15E+06,
NIA H sedment lab blank2,Blank,Lab,Sediment,NIA,PFNA,9.16E+03,1.11E+06,
NIA H sedment lab blank1,Blank,Lab,Sediment,NIA,PFNA,5.83E+03,1.13E+06,
NIA H sedment sample1,Sample,Field,Sediment,NIA,PFNA,1.33E+04,9.85E+05,
NIA F lab homogenized blank 2X,Blank,Lab,Biota,NIA,PFNA,1.92E+04,1.21E+06,
NIA F lab lab blank 2X,Blank,Lab,Biota,NIA,PFNA,2.12E+04,1.22E+06,
NIA F Sediment field blank,Blank,Field,Sediment,NIA,PFNA,1.19E+04,1.19E+06,
NIA F Sediment lab blank,Blank,Lab,Sediment,NIA,PFNA,6.88E+04,1.23E+06,
NIA F Sediment Sample,Sample,Field,Sediment,NIA,PFNA,7.61E+04,1.12E+06,
NIA F Sediment Spike,Spike,Lab,Sediment,NIA,PFNA,1.79E+06,1.19E+06,
NIA I Sediment field blank,Blank,Field,Sediment,NIA,PFNA,1.16E+04,1.26E+06,
NIA I Sediment FIeld Spike,Spike,Field,Sediment,NIA,PFNA,1.25E+04,1.28E+06,
NIA MeOH Blank,Blank,Lab,N/A,NIA,PFNA,1.44E+04,1.48E+03,
NIA_0 ng/mL,Calibration Curve,Lab,N/A,NIA,PFNA,8.68E+03,1.35E+06,
NIA_0.2 ng/mL,Calibration Curve,Lab,N/A,NIA,PFNA,8.97E+04,1.36E+06,
NIA_0.4 ng/mL,Calibration Curve,Lab,N/A,NIA,PFNA,1.58E+05,1.42E+06,
NIA_1 ng/mL,Calibration Curve,Lab,N/A,NIA,PFNA,3.30E+05,1.43E+06,
NIA_2 ng/mL,Calibration Curve,Lab,N/A,NIA,PFNA,6.74E+05,1.38E+06,
NIA_4 ng/mL,Calibration Curve,Lab,N/A,NIA,PFNA,1.18E+06,1.34E+06,
NIA_10 ng/mL,Calibration Curve,Lab,N/A,NIA,PFNA,3.04E+06,1.30E+06,
NIA_20 ng/mL,Calibration Curve,Lab,N/A,NIA,PFNA,5.56E+06,1.22E+06,
NIA_40 ng/mL,Calibration Curve,Lab,N/A,NIA,PFNA,8.86E+06,1.06E+06,
NIA_100 ng/mL,Calibration Curve,Lab,N/A,NIA,PFNA,1.86E+07,7.88E+05,
NIA H sunfish water blank,Blank,Homogenizer,Biota,NIA,PFNA,8.40E+03,1.26E+06,
NIA H sunfish homogenizer blank,Blank,Homogenizer,Biota,NIA,PFNA,6.15E+03,1.19E+06,
NIA H sunfish sample 1 2x,Sample,Homogenizer,Biota,NIA,PFNA,1.65E+04,7.63E+05,
NIA H sunfish sample 2 2x,Sample,Homogenizer,Biota,NIA,PFNA,1.31E+04,1.00E+06,
NIA H sunfish sample 3 2x,Sample,Homogenizer,Biota,NIA,PFNA,1.29E+04,9.32E+05,
NIA H sunfish spike,Spike,Homogenizer,Biota,NIA,PFNA,1.93E+06,1.26E+06,
NIA G biota catfish 1B 2x,Sample,Homogenizer,Biota,NIA,PFNA,2.71E+04,9.27E+05,
NIA G biota catfish 1C 2x,Sample,Homogenizer,Biota,NIA,PFNA,2.73E+04,9.58E+05,
NIA I Sunfish sample 1 2x,Sample,Homogenizer,Biota,NIA,PFNA,4.42E+04,1.02E+06,
NIA I Sunfish sample 2 2x,Sample,Homogenizer,Biota,NIA,PFNA,3.00E+04,1.15E+06,
NIA I Sunfish sample 3 2x,Sample,Homogenizer,Biota,NIA,PFNA,2.01E+04,1.76E+06,
NIA I Sunfish sample 4 2x,Sample,Homogenizer,Biota,NIA,PFNA,2.43E+04,1.36E+06,
20MC C1 sediment lab blank,Blank,Lab,Sediment,20MC,PFDA,6.31E+03,7.88E+05,
20MC C2 sediment field blank,Blank,Field,Sediment,20MC,PFDA,1.68E+04,7.01E+05,
20MC C3 sediment field sample,Sample,Field,Sediment,20MC,PFDA,1.73E+05,6.68E+05,
20MC C4 sediment sand spike,Spike,Lab,Sediment,20MC,PFDA,9.55E+05,7.21E+05,
20MC C1 biota catfish 1,Sample,Homogenizer,Biota,20MC,PFDA,7.66E+04,5.66E+05,
20MC C4 biota catfish 2,Sample,Homogenizer,Biota,20MC,PFDA,1.19E+05,6.92E+05,
20MC C2 biota bug/beetle,Sample,Homogenizer,Biota,20MC,PFDA,1.12E+06,7.84E+05,
20MC C3 biota catepillar,Sample,Homogenizer,Biota,20MC,PFDA,7.35E+03,6.18E+05,
20MC C5 biota insect,Sample,Homogenizer,Biota,20MC,PFDA,1.36E+04,6.08E+05,
20MC C6 biota homogenization blank,Blank,Homogenizer,Biota,20MC,PFDA,1.32E+04,7.24E+05,
20MC C7 biota lab blank,Blank,Lab,Biota,20MC,PFDA,1.03E+04,9.16E+05,
20MC D1 Hard-shell sample,Sample,Pestle,Biota,20MC,PFDA,5.67E+04,8.80E+05,
20MC D2 Catfish sample,Sample,Homogenizer,Biota,20MC,PFDA,6.05E+04,8.27E+05,
20MC D3 Biota spike,Spike,Homogenizer,Biota,20MC,PFDA,-3.92E+02,8.81E+05,
20MC D4 Sediment Lab Blank,Blank,Lab,Sediment,20MC,PFDA,3.96E+03,1.15E+06,
20MC D5 Sediment Field Blank,Blank,Field,Sediment,20MC,PFDA,1.58E+04,1.10E+06,
20MC D6 Sediment Spike,Spike,Lab,Sediment,20MC,PFDA,1.74E+06,9.59E+05,
20MC D7 Sediment Sample,Sample,Field,Sediment,20MC,PFDA,2.97E+04,9.73E+05,
20MC B1 Sediment Lab blank,Blank,Lab,Sediment,20MC,PFDA,1.28E+04,1.07E+06,
20MC B2 Sediment Sample,Sample,Field,Sediment,20MC,PFDA,1.13E+05,8.01E+05,
20MC B3 Sand Spike,Spike,Lab,Sediment,20MC,PFDA,1.65E+06,8.69E+05,
20MC B4 Crayfish Homoblank,Blank,Pestle,Biota,20MC,PFDA,9.85E+03,9.31E+05,
20MC B5 Crayfish MTBE Sample,Sample,Pestle,Biota,20MC,PFDA,1.35E+04,8.04E+05,
20MC B6 Crayfish Spike,Spike,Pestle,Biota,20MC,PFDA,1.42E+06,9.12E+05,
20MC MeOH Blank 1,Blank,Lab,N/A,20MC,PFDA,1.20E+04,8.94E+02,
20MC_0 ng/mL,Calibration Curve,Lab,N/A,20MC,PFDA,-1.05E+03,8.06E+05,
20MC_0.2 ng/mL,Calibration Curve,Lab,N/A,20MC,PFDA,6.90E+04,1.02E+06,
20MC_0.4 ng/mL,Calibration Curve,Lab,N/A,20MC,PFDA,1.14E+05,9.21E+05,
20MC_1 ng/mL,Calibration Curve,Lab,N/A,20MC,PFDA,2.38E+05,9.70E+05,
20MC_2 ng/mL,Calibration Curve,Lab,N/A,20MC,PFDA,5.34E+05,1.02E+06,
20MC_4 ng/mL,Calibration Curve,Lab,N/A,20MC,PFDA,9.27E+05,9.77E+05,
20MC_10 ng/mL,Calibration Curve,Lab,N/A,20MC,PFDA,2.04E+06,8.01E+05,
20MC_20 ng/mL,Calibration Curve,Lab,N/A,20MC,PFDA,5.32E+06,1.02E+06,
20MC_40 ng/mL,Calibration Curve,Lab,N/A,20MC,PFDA,8.86E+06,9.42E+05,
20MC_100 ng/mL,Calibration Curve,Lab,N/A,20MC,PFDA,1.76E+07,8.14E+05,
20MC MeOH Blank 2,Blank,Lab,N/A,20MC,PFDA,1.44E+04,1.41E+03,
20MC water lab blank,Blank,Lab,Water,20MC,PFDA,7.60E+03,1.01E+06,
20MC water field blank,Blank,Field,Water,20MC,PFDA,5.60E+03,1.12E+06,
20MC water sample 1,Sample,Field,Water,20MC,PFDA,9.89E+03,1.15E+06,
20MC water sample 2,Sample,Field,Water,20MC,PFDA,3.31E+03,7.76E+05,
20MC water sample 3,Sample,Field,Water,20MC,PFDA,5.97E+03,8.74E+05,
20MC water spike 1,Spike,Field,Water,20MC,PFDA,4.18E+05,9.19E+05,
20MC water spike 2,Spike,Field,Water,20MC,PFDA,1.06E+06,1.13E+06,
NIA water lab blank,Blank,Lab,Water,NIA,PFDA,4.00E+03,8.65E+05,
NIA water field blank,Blank,Field,Water,NIA,PFDA,6.48E+03,7.87E+05,
NIA water sample 1,Sample,Field,Water,NIA,PFDA,5.92E+03,7.15E+05,
NIA water sample 2,Sample,Field,Water,NIA,PFDA,6.69E+03,8.37E+05,
NIA water sample 3,Sample,Field,Water,NIA,PFDA,6.88E+03,7.05E+05,
NIA water sample 4,Sample,Field,Water,NIA,PFDA,6.42E+03,7.60E+05,
NIA water field spike 1,Spike,Field,Water,NIA,PFDA,9.67E+05,8.66E+05,
NIA water field spike 2,Spike,Field,Water,NIA,PFDA,1.64E+06,6.04E+05,
20MC B7 Shell Sample 1,Sample,Pestle,Biota,20MC,PFDA,9.81E+03,7.32E+05,
20MC B8 Shell Sample 2,Sample,Pestle,Biota,20MC,PFDA,1.06E+04,7.27E+05,
20MC B9 Shell Sample 3,Sample,Pestle,Biota,20MC,PFDA,1.27E+04,7.20E+05,
20MC A1 Sediment Field Blank,Blank,Field,Sediment,20MC,PFDA,6.22E+04,8.56E+05,
20MC A2 Sediment Spike,Spike,Lab,Sediment,20MC,PFDA,4.27E+05,8.95E+05,
20MC A3 Sediment Sample,Sample,Field,Sediment,20MC,PFDA,7.46E+04,9.58E+05,
20MC A4 Biota Lab Blank,Blank,Lab,Biota,20MC,PFDA,5.36E+03,6.71E+05,
20MC A5 Homogenization Blank,Blank,Homogenizer,Biota,20MC,PFDA,4.13E+03,8.27E+05,
20MC A6 Biota Spike,Spike,Homogenizer,Biota,20MC,PFDA,1.22E+05,8.78E+05,
20MC A7 Biota Bug,Sample,Homogenizer,Biota,20MC,PFDA,1.67E+04,1.06E+06,
20MC A8 Biota Sunfish,Sample,Homogenizer,Biota,20MC,PFDA,1.38E+04,9.37E+05,
NIA E Biota Lab Lab Blank,Blank,Lab,Biota,NIA,PFDA,1.01E+04,8.75E+05,
NIA E Biota Homogenized Lab Blank,Blank,Homogenizer,Biota,NIA,PFDA,8.64E+03,1.14E+06,
NIA E Biota Spike,Spike,Homogenizer,Biota,NIA,PFDA,1.51E+06,1.24E+06,
NIA E Biota Bugs Sample,Sample,Homogenizer,Biota,NIA,PFDA,1.29E+04,1.06E+06,
NIA E Biota Shrimps Sample,Sample,Homogenizer,Biota,NIA,PFDA,1.68E+04,1.01E+06,
NIA E Sediment Sand Field Blank,Blank,Field,Sediment,NIA,PFDA,1.10E+04,1.00E+06,
NIA E Sediment Sand Lab Blank,Blank,Lab,Sediment,NIA,PFDA,7.24E+03,1.11E+06,
NIA E Sediment Sample 1,Sample,Field,Sediment,NIA,PFDA,2.78E+04,8.65E+05,
NIA E Sediment Sample 2,Sample,Field,Sediment,NIA,PFDA,2.37E+04,8.15E+05,
NIA E Sediment Sample 3,Sample,Field,Sediment,NIA,PFDA,2.29E+04,9.51E+05,
NIA E Sediment Sand Spike,Spike,Lab,Sediment,NIA,PFDA,2.43E+06,1.10E+06,
NIA-G-field sand blank,Blank,Field,Sediment,NIA,PFDA,2.04E+04,2.06E+05,
NIA-G-lab send blank,Blank,Lab,Sediment,NIA,PFDA,8.50E+03,1.80E+05,
NIA-G-sediment sample,Sample,Field,Sediment,NIA,PFDA,4.08E+04,1.59E+05,
NIA-G-sand spike,Spike,Lab,Sediment,NIA,PFDA,1.64E+06,1.90E+05,
NIA G Shrimp Lab Blank 2x,Blank,Lab,Biota,NIA,PFDA,5.39E+03,9.36E+05,
NIA G Shrimp Homogenized Blank 2x,Blank,Homogenizer,Biota,NIA,PFDA,8.08E+03,1.03E+06,
NIA G Shrimp Sample 2x,Sample,Homogenizer,Biota,NIA,PFDA,1.63E+04,8.98E+05,
NIA G Shrimp Biota Spike 2x,Spike,Homogenizer,Biota,NIA,PFDA,1.86E+06,1.00E+06,
NIA G Catfish Lab Blank 20x,Blank,Homogenizer,Biota,NIA,PFDA,1.00E+04,1.29E+06,
NIA G Catfish Homogenized Blank 20x,Blank,Homogenizer,Biota,NIA,PFDA,7.36E+03,9.83E+05,
NIA G Catfish A Sample 20x,Sample,Homogenizer,Biota,NIA,PFDA,7.58E+03,9.90E+05,
NIA G Catfish B Sample 20x,Sample,Homogenizer,Biota,NIA,PFDA,1.06E+04,9.49E+05,
NIA G Catfish C Sample 20x,Sample,Homogenizer,Biota,NIA,PFDA,1.03E+04,1.04E+06,
NIA G Catfish Biota Spike 2x,Spike,Homogenizer,Biota,NIA,PFDA,2.09E+06,1.03E+06,
NIA G Sediment Lab Blank,Blank,Lab,Sediment,NIA,PFDA,2.18E+04,1.14E+06,
NIA G Sediment Field Blank,Blank,Field,Sediment,NIA,PFDA,7.78E+03,1.07E+06,
NIA G Sediment Sample 2x,Sample,Field,Sediment,NIA,PFDA,4.36E+04,9.16E+05,
NIA G Sediment Spike 2x,Spike,Lab,Sediment,NIA,PFDA,1.83E+06,1.15E+06,
NIA I Sun fish Homogenized blank 2x,Blank,Homogenizer,Biota,NIA,PFDA,7.90E+03,1.07E+06,
NIA I Sun fish spike 2x,Spike,Homogenizer,Biota,NIA,PFDA,2.41E+05,1.02E+06,
NIA I Sun fish sample 4 20x,Sample,Homogenizer,Biota,NIA,PFDA,6.25E+03,1.19E+06,
NIA I Sun fish sample 1 20x,Sample,Homogenizer,Biota,NIA,PFDA,6.36E+03,1.12E+06,
Nia I Sun Fish sample 20x,Sample,Homogenizer,Biota,NIA,PFDA,6.62E+03,1.08E+06,
NIA I Sun fish sample Homo blank,Blank,Homogenizer,Biota,NIA,PFDA,1.74E+04,1.19E+06,
NIA F shrimp Sample,Sample,Homogenizer,Biota,NIA,PFDA,1.66E+04,7.78E+05,
NIA F catfish A sample,Sample,Homogenizer,Biota,NIA,PFDA,1.95E+04,9.85E+05,
NIA F catfish B sample,Sample,Homogenizer,Biota,NIA,PFDA,1.82E+04,1.01E+06,
NIA F catfish C sample,Sample,Homogenizer,Biota,NIA,PFDA,2.14E+04,6.00E+05,
NIA F biota spike,Spike,Homogenizer,Biota,NIA,PFDA,2.83E+06,9.39E+05,
